time_stamp,AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Machine1.MotorAmperage.U.Actual,Machine1.MotorRPM.C.Actual,Machine1.MaterialPressure.U.Actual,Machine1.MaterialTemperature.U.Actual,Machine2.MotorAmperage.U.Actual,Machine2.MotorRPM.C.Actual,Machine2.MaterialPressure.U.Actual,Machine2.MaterialTemperature.U.Actual,Machine3.MotorAmperage.U.Actual,Machine3.MotorRPM.C.Actual,Machine3.MaterialPressure.U.Actual,Machine3.MaterialTemperature.U.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement0.U.Setpoint,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement1.U.Setpoint,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement2.U.Setpoint
6/3/2019 10:53,17.24,23.53,47.22,10.52,417.46,77.8,72.75,13.87,237.38,70.8,337.53,13.63,250.15,66,12.65,13.75,11.27,22.74,11.54,13.02
6/3/2019 10:53,17.24,23.53,46.95,10.52,428.26,77.8,72.69,13.89,240.73,70.6,343.91,13.82,250.54,66,12.65,13.75,11.27,22.74,11.54,13.02
6/3/2019 10:53,17.24,23.53,47.49,10.52,430.57,77.8,72.25,13.91,241.78,70.7,343.61,13.67,249.77,66,12.7,13.75,11.28,22.74,11.6,13.02
6/3/2019 10:53,17.24,23.53,47.76,10.52,417.46,77.8,72.56,13.85,235.92,70.9,345.48,13.64,250.31,66,12.7,13.75,11.28,22.74,11.6,13.02
6/3/2019 10:53,17.24,23.53,48.03,10.48,431.73,77.8,72.81,13.85,234.78,70.7,343.91,13.65,249.79,66,12.72,13.75,11.26,22.74,11.59,13.02
6/3/2019 10:53,17.24,23.53,47.36,10.52,421.98,77.8,72.75,13.9,239.87,70.9,337.72,13.68,249.83,66,12.72,13.75,11.26,22.74,11.59,13.02
6/3/2019 10:53,17.24,23.53,47.22,10.55,429.03,77.9,72.5,13.92,240.95,70.7,343.89,13.6,249.79,66,12.73,13.75,11.33,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,47.36,10.52,428.39,77.9,72.44,13.86,236,71,341.35,13.81,249.79,66,12.73,13.75,11.33,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,47.62,10.48,434.66,77.9,73,13.86,234.87,71,332.02,13.73,249.81,66,12.73,13.75,11.33,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,48.03,10.48,418.96,77.9,72.81,13.89,238.3,70.8,343.94,13.56,249.76,66.1,12.74,13.75,11.29,22.74,11.65,13.02
6/3/2019 10:53,17.24,23.53,48.3,10.45,422.14,77.9,72.69,13.93,240.43,71,343.16,13.67,249.25,66.1,12.74,13.75,11.29,22.74,11.65,13.02
6/3/2019 10:53,17.24,23.53,47.49,10.52,425.21,77.9,72.69,13.92,241.2,70.8,341.34,13.76,249.77,66.1,12.73,13.75,11.38,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,47.49,10.52,429.81,78,72.75,13.9,238.68,71.1,340.55,13.64,249.03,66.1,12.73,13.75,11.38,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,47.49,10.52,427.52,78,72.88,13.85,236.97,71.1,346.79,13.67,249.72,66.1,12.73,13.75,11.38,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,47.62,10.45,431.27,78,72.69,13.86,240.22,70.9,344.04,13.54,249.29,66.1,12.73,13.75,11.37,22.74,11.6,13.02
6/3/2019 10:53,17.24,23.53,47.62,10.52,426.93,78,72.69,13.93,241.2,71.1,337.32,13.52,249.09,66.1,12.73,13.75,11.37,22.74,11.6,13.02
6/3/2019 10:53,17.24,23.53,48.03,10.48,416.87,78,72.75,13.93,236.62,71,336.99,13.51,249.82,66.1,12.76,13.75,11.3,22.74,11.64,13.02
6/3/2019 10:53,17.24,23.53,47.62,10.52,426.61,78,72.63,13.89,235.1,71.1,340.2,13.71,249.02,66.1,12.76,13.75,11.3,22.74,11.64,13.02
6/3/2019 10:53,17.24,23.53,47.49,10.52,429.02,78,72.56,13.91,238.95,71.2,349.24,13.81,249.7,66.1,12.76,13.75,11.3,22.74,11.64,13.02
6/3/2019 10:53,17.24,23.53,47.89,10.52,430.22,78.1,72.19,13.93,240.28,71,343.68,13.66,249.02,66.1,12.73,13.75,11.23,22.74,11.63,13.02
6/3/2019 10:53,17.24,23.53,47.89,10.48,415.96,78.1,72.75,13.95,234.38,71.2,345.99,13.7,249.18,66.1,12.73,13.75,11.23,22.74,11.63,13.02
6/3/2019 10:54,17.24,23.53,47.49,10.48,430.57,78.1,72.94,13.93,233.58,71.1,334.46,13.68,249.27,66.1,12.74,13.75,11.3,22.74,11.62,13.02
6/3/2019 10:54,17.24,23.53,47.36,10.52,419.75,78.1,72.81,13.9,237.73,71.3,339.84,13.63,249,66.2,12.74,13.75,11.3,22.74,11.62,13.02
6/3/2019 10:54,17.24,23.53,47.49,10.52,426.89,78.1,72.38,13.86,239.77,71.1,346.25,13.63,249.01,66.2,12.74,13.75,11.34,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,47.62,10.48,425.95,78.1,72.38,13.87,237,71.2,344.78,13.83,249.02,66.2,12.74,13.75,11.34,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,47.89,10.45,433.2,78.1,72.75,13.92,236.25,71.3,340.81,13.74,249.01,66.2,12.74,13.75,11.34,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,48.3,10.48,418.23,78.2,72.81,13.91,236.1,71.2,343.4,13.76,248.98,66.2,12.73,13.75,11.35,22.74,11.64,13.02
6/3/2019 10:54,17.24,23.53,48.43,10.48,418.52,78.2,72.56,13.93,239.17,71.4,340.62,13.59,248.8,66.2,12.73,13.75,11.35,22.74,11.64,13.02
6/3/2019 10:54,17.24,23.53,48.03,10.52,422.21,78.2,72.38,13.92,240.25,71.3,345.52,13.67,249.03,66.2,12.72,13.75,11.04,22.74,11.79,13.02
6/3/2019 10:54,17.24,23.53,47.76,10.52,427.94,78.2,72.31,13.87,236.83,71.3,343.48,13.64,249.01,66.2,12.72,13.75,11.04,22.74,11.79,13.02
6/3/2019 10:54,17.24,23.53,47.49,10.48,425.17,78.2,72.69,13.87,238.6,71.4,339.23,13.75,248.31,66.2,12.72,13.75,11.04,22.74,11.79,13.02
6/3/2019 10:54,17.24,23.53,47.62,10.48,425.83,78.2,72.63,13.87,238.6,71.3,339.04,13.57,248.55,66.2,12.7,13.75,11.26,22.74,11.67,13.02
6/3/2019 10:54,17.24,23.53,47.49,10.52,425.15,78.2,72.38,13.85,233.78,71.4,336.89,13.61,248.26,66.2,12.7,13.75,11.26,22.74,11.67,13.02
6/3/2019 10:54,17.24,23.53,47.22,10.52,414.69,78.2,72.44,13.91,232.57,71.4,335.91,13.81,248.75,66.3,12.75,13.75,11.32,22.74,11.64,13.02
6/3/2019 10:54,17.24,23.53,46.55,10.52,423.63,78.3,72.44,13.92,237.62,71.4,337.5,13.77,248.78,66.3,12.75,13.75,11.32,22.74,11.64,13.02
6/3/2019 10:54,17.24,23.53,46.55,10.48,426.38,78.3,72.63,13.91,239.22,71.5,341.93,13.79,248.32,66.3,12.75,13.75,11.32,22.74,11.64,13.02
6/3/2019 10:54,17.24,23.53,46.68,10.48,426.61,78.3,72.31,13.93,234.6,71.4,340.49,13.68,248.57,66.3,12.74,13.75,11.41,22.74,11.59,13.02
6/3/2019 10:54,17.24,23.53,46.82,10.52,413.57,78.3,72.44,13.93,233.57,71.5,343.76,13.71,248.26,66.3,12.74,13.75,11.41,22.74,11.59,13.02
6/3/2019 10:54,17.24,23.53,46.95,10.48,427.42,78.3,72.75,13.89,236.05,71.4,335.66,13.75,248.83,66.3,12.72,13.75,11.3,22.74,11.62,13.02
6/3/2019 10:54,17.24,23.53,46.14,10.52,415.89,78.3,72.38,13.93,238.65,71.5,337.3,13.65,248.26,66.3,12.72,13.75,11.3,22.74,11.62,13.02
6/3/2019 10:54,17.24,23.53,46.01,10.48,423.74,78.3,72.31,13.95,239.47,71.6,342.08,13.65,248.23,66.3,12.72,13.75,11.3,22.74,11.62,13.02
6/3/2019 10:54,17.24,23.53,46.14,10.52,423.62,78.3,72.25,13.95,236.62,71.5,345.55,13.78,248.65,66.3,12.75,13.75,11.37,22.74,11.61,13.02
6/3/2019 10:54,17.24,23.53,46.41,10.52,429.56,78.4,72.69,13.9,234.83,71.6,341.43,13.78,248.24,66.3,12.75,13.75,11.37,22.74,11.61,13.02
6/3/2019 10:54,17.24,23.53,46.14,10.52,414.26,78.4,72.75,13.93,237.9,71.5,344.45,13.62,248.24,66.3,12.75,13.75,11.38,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.55,10.48,416.86,78.4,72.44,13.94,238.95,71.7,349.3,13.6,248.28,66.3,12.75,13.75,11.38,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.01,10.52,418.43,78.4,72.38,13.92,234.7,71.7,336.89,13.66,248.23,66.3,12.75,13.75,11.38,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,45.74,10.52,424.11,78.4,72.38,13.9,232.87,71.6,342.7,13.61,248.28,66.3,12.77,13.75,11.5,22.74,11.61,13.02
6/3/2019 10:54,17.24,23.53,46.14,10.52,421.19,78.4,72.63,13.87,237.43,71.7,341.97,13.67,248.18,66.4,12.77,13.75,11.5,22.74,11.61,13.02
6/3/2019 10:54,17.24,23.53,46.55,10.48,425.19,78.4,72.63,13.86,238.4,71.6,335.59,13.83,247.94,66.4,12.73,13.75,11.41,22.74,11.56,13.02
6/3/2019 10:54,17.24,23.53,46.41,10.48,420.62,78.4,72.13,13.87,233.05,71.7,343.52,13.73,247.93,66.4,12.73,13.75,11.41,22.74,11.56,13.02
6/3/2019 10:54,17.24,23.53,46.95,10.48,411.26,78.4,72.38,13.92,232.08,71.8,340.7,13.69,247.55,66.4,12.73,13.75,11.41,22.74,11.56,13.02
6/3/2019 10:54,17.24,23.53,46.28,10.52,422.08,78.5,72.56,13.92,236.3,71.7,339.74,13.8,248.27,66.4,12.72,13.75,11.39,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,45.88,10.52,424.39,78.5,72.63,13.93,238.3,71.8,339.78,13.71,247.48,66.4,12.72,13.75,11.39,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,46.82,10.48,425.37,78.5,72.44,13.9,237.48,71.7,340.36,13.65,248.14,66.4,12.75,13.75,11.43,22.74,11.59,13.02
6/3/2019 10:54,17.24,23.53,46.28,10.48,410.47,78.5,72.38,13.9,235.57,71.8,339.92,13.81,248.01,66.4,12.75,13.75,11.43,22.74,11.59,13.02
6/3/2019 10:54,17.24,23.53,45.88,10.52,424.42,78.5,72.81,13.9,234.78,71.7,344.09,13.7,247.58,66.4,12.75,13.75,11.43,22.74,11.59,13.02
6/3/2019 10:54,17.24,23.53,45.74,10.52,413.9,78.5,72.5,13.9,237.97,71.8,340.78,13.63,248.24,66.4,12.73,13.75,11.38,22.74,11.57,13.02
6/3/2019 10:54,17.24,23.53,45.88,10.52,421.29,78.5,72.63,13.87,238.98,71.9,342.24,13.72,247.52,66.4,12.73,13.75,11.38,22.74,11.57,13.02
6/3/2019 10:54,17.24,23.53,46.28,10.52,419.71,78.5,72.56,13.92,235.18,71.8,344.42,13.69,247.52,66.4,12.74,13.75,11.45,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,46.82,10.48,427.46,78.6,72.69,13.87,233.78,71.9,344.81,13.62,247.67,66.4,12.74,13.75,11.45,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,46.68,10.48,413.07,78.6,72.69,13.92,237.7,71.8,341.66,13.75,247.52,66.4,12.74,13.75,11.45,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,47.22,10.48,413.83,78.6,72.5,13.9,238.48,71.9,339.26,13.7,247.04,66.5,12.71,13.75,11.39,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.68,10.52,418.99,78.6,72.5,13.93,232.32,72,344.4,13.67,247.48,66.5,12.71,13.75,11.39,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.41,10.52,423.34,78.6,72.63,13.89,231.15,71.9,348.03,13.63,247.54,66.5,12.75,13.75,11.37,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.41,10.48,421.17,78.6,72.63,13.87,236.78,72,345.63,13.51,246.96,66.5,12.75,13.75,11.37,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.55,10.48,421.66,78.6,72.56,13.86,238.17,71.9,347.99,13.67,247.51,66.5,12.75,13.75,11.37,22.74,11.6,13.02
6/3/2019 10:54,17.24,23.53,46.82,10.52,420.5,78.6,72.13,13.92,233.43,71.9,347.01,13.79,246.74,66.5,12.77,13.75,11.42,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,47.62,10.45,411.24,78.6,72.63,13.87,232.7,72,335.71,13.7,247.44,66.5,12.77,13.75,11.42,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,47.09,10.52,420.63,78.6,72.81,13.87,234.75,72,339.54,13.52,247.48,66.5,12.77,13.75,11.42,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,46.68,10.48,422.6,78.7,72.63,13.86,237.3,72.1,339.92,13.82,246.84,66.5,12.75,13.75,11.42,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,47.22,10.48,424.32,78.7,72.44,13.89,238.25,72,338.6,13.65,247.51,66.5,12.75,13.75,11.42,22.74,11.58,13.02
6/3/2019 10:54,17.24,23.53,47.22,10.48,408.93,78.7,72.38,13.86,235.73,72.1,343.33,13.61,247.14,66.5,12.78,13.75,11.37,22.74,11.69,13.02
6/3/2019 10:54,17.24,23.53,47.76,10.48,422.81,78.7,72.75,13.91,234.27,72.1,344.87,13.81,247.49,66.5,12.78,13.75,11.37,22.74,11.69,13.02
6/3/2019 10:54,17.24,23.53,47.36,10.52,413.87,78.7,72.81,13.91,237.35,72,340.63,13.53,247.48,66.5,12.74,13.75,11.32,22.74,11.63,13.02
6/3/2019 10:54,17.24,23.53,46.82,10.48,421.28,78.7,72.56,13.91,238.27,72.1,340.02,13.54,247.06,66.5,12.74,13.75,11.32,22.74,11.63,13.02
6/3/2019 10:54,17.24,23.53,46.68,10.48,419.75,78.7,72.44,13.87,233.75,72.1,345.39,13.7,247.49,66.5,12.74,13.75,11.32,22.74,11.63,13.02
6/3/2019 10:54,17.24,23.53,46.95,10.48,427.37,78.7,72.25,13.86,231.83,72.2,338.96,13.69,246.73,66.6,12.75,13.75,11.36,22.74,11.62,13.02
